销售日期	扫码销售时间	单品编码	销量(千克)	销售单价(元/千克)	销售类型	是否打折销售
2020-07-11	10:55:22.530	102900011009970	0.788 	7.00 	销售	否
2020-07-11	10:55:57.178	102900051010455	0.490 	9.00 	销售	否
2020-07-11	10:55:57.239	102900005116233	0.271 	10.00 	销售	否
2020-07-11	10:56:09.806	102900011006948	0.473 	18.00 	销售	否
2020-07-11	10:56:09.915	102900005115823	0.992 	10.00 	销售	否
2020-07-11	10:56:10.920	102900005117056	0.581 	10.00 	销售	否
2020-07-11	10:56:19.080	102900005115908	0.564 	8.00 	销售	否
2020-07-11	10:56:30.558	102900005116943	0.232 	16.00 	销售	否
2020-07-11	10:57:00.203	102900005115786	0.402 	5.00 	销售	否
2020-07-11	10:57:02.984	102900005115762	0.542 	5.00 	销售	否
2020-07-11	10:57:04.336	102900005116547	0.464 	8.00 	销售	否
2020-07-11	10:57:05.453	102900005125808	0.112 	25.80 	销售	否
2020-07-11	10:57:24.607	102900005117056	0.220 	10.00 	销售	否
2020-07-11	10:57:24.669	102900005115984	0.418 	6.00 	销售	否
2020-07-11	10:57:24.984	102900005117209	0.193 	14.00 	销售	否
2020-07-11	10:57:25.150	102900011001219	0.261 	18.00 	销售	否
2020-07-11	10:57:52.038	102900005115984	0.318 	6.00 	销售	否
2020-07-11	10:57:52.147	102900005116912	0.136 	14.00 	销售	否
2020-07-11	10:58:09.511	102900005119975	0.619 	6.00 	销售	否
2020-07-11	10:58:18.701	102900005115984	0.401 	6.00 	销售	否
2020-07-11	10:58:28.498	102900005116530	0.333 	19.80 	销售	否
2020-07-11	10:58:42.483	102900005116509	0.804 	4.00 	销售	否
2020-07-11	10:58:45.733	102900005115823	0.411 	10.00 	销售	否
2020-07-11	10:58:46.461	102900005117056	0.110 	10.00 	销售	否
2020-07-11	10:59:14.376	102900011000328	0.417 	10.10 	销售	是
2020-07-11	10:59:14.616	102900005119975	0.585 	5.10 	销售	是
2020-07-11	10:59:17.734	102900005115984	0.552 	6.00 	销售	否
2020-07-11	10:59:18.733	102900011009970	0.487 	7.00 	销售	否
2020-07-11	10:59:51.638	102900005116257	0.551 	7.50 	销售	是
2020-07-11	10:59:52.097	102900005116714	0.451 	13.20 	销售	是
2020-07-11	11:00:11.109	102900011000328	0.409 	12.00 	销售	否
2020-07-11	11:00:18.342	102900005116233	0.220 	8.60 	销售	是
2020-07-11	11:00:52.704	102900051004294	0.279 	14.00 	销售	否
2020-07-11	11:00:52.813	102900005125808	0.128 	25.80 	销售	否
2020-07-11	11:00:58.593	102900005115823	0.511 	10.00 	销售	否
2020-07-11	11:01:05.219	102900011000328	0.426 	12.00 	销售	否
2020-07-11	11:01:05.274	102900011006948	0.245 	18.00 	销售	否
2020-07-11	11:01:05.681	102900011006689	0.677 	8.00 	销售	否
2020-07-11	11:01:37.093	102900005125815	0.281 	10.00 	销售	否
2020-07-11	11:02:08.602	102900005115779	0.401 	10.00 	销售	否
2020-07-11	11:02:31.622	102900005115762	0.562 	5.00 	销售	否
2020-07-11	11:03:12.046	102900005119975	0.351 	6.00 	销售	否
2020-07-11	11:03:41.453	102900005117056	0.251 	9.10 	销售	是
2020-07-11	11:04:13.718	102900005116530	0.298 	18.10 	销售	是
2020-07-11	11:04:47.373	102900051004294	0.329 	14.00 	销售	否
2020-07-11	11:05:16.809	102900005115779	0.441 	10.00 	销售	否
2020-07-11	11:05:39.342	102900005116257	0.865 	8.00 	销售	否
2020-07-11	11:05:42.402	102900005115984	0.301 	6.00 	销售	否
2020-07-11	11:05:42.712	102900005115823	0.271 	10.00 	销售	否
2020-07-11	11:05:42.878	102900005115793	0.319 	16.00 	销售	否
2020-07-11	11:06:04.764	102900005119975	0.602 	6.00 	销售	否
2020-07-11	11:06:38.740	102900051004294	0.122 	14.00 	销售	否
2020-07-11	11:06:39.037	102900005116714	0.401 	14.00 	销售	否
2020-07-11	11:06:39.282	102900005115823	0.231 	10.00 	销售	否
2020-07-11	11:07:55.248	102900005116530	0.338 	19.80 	销售	否
2020-07-11	11:07:59.682	102900005125815	0.231 	10.00 	销售	否
2020-07-11	11:07:59.741	102900005115786	0.361 	5.00 	销售	否
2020-07-11	11:07:59.960	102900011000328	0.242 	12.00 	销售	否
2020-07-11	11:09:28.709	102900011009970	0.788 	7.00 	销售	否
2020-07-11	11:10:07.858	102900005116509	1.256 	4.00 	销售	否
2020-07-11	11:10:10.070	102900005115984	0.385 	6.00 	销售	否
2020-07-11	11:10:10.132	102900051010455	0.312 	9.00 	销售	否
2020-07-11	11:10:30.265	102900011006689	0.439 	8.00 	销售	否
2020-07-11	11:10:48.906	102900005116509	0.377 	4.00 	销售	否
2020-07-11	11:11:51.321	102900005115984	0.334 	6.00 	销售	否
2020-07-11	11:11:51.621	102900011006689	0.288 	8.00 	销售	否
2020-07-11	11:12:18.063	102900005119944	0.200 	18.00 	销售	否
2020-07-11	11:12:18.332	102900051010455	0.824 	9.00 	销售	否
2020-07-11	11:12:19.483	102900005116943	0.131 	16.00 	销售	否
2020-07-11	11:12:29.906	102900005116530	0.096 	18.40 	销售	是
2020-07-11	11:12:35.717	102900005116714	0.444 	14.00 	销售	否
2020-07-11	11:12:35.779	102900011009970	0.630 	7.00 	销售	否
2020-07-11	11:12:36.311	102900005116530	0.323 	19.80 	销售	否
2020-07-11	11:12:47.623	102900011006689	0.551 	8.00 	销售	否
2020-07-11	11:12:59.139	102900051004294	0.243 	14.00 	销售	否
2020-07-11	11:13:04.453	102900011009970	0.630 	7.00 	销售	否
2020-07-11	11:13:08.592	102900005119975	0.518 	6.00 	销售	否
2020-07-11	11:13:08.760	102900011001219	0.256 	18.00 	销售	否
2020-07-11	11:13:27.887	102900005115984	0.518 	5.70 	销售	是
2020-07-11	11:13:56.703	102900011000328	0.150 	12.00 	销售	否
2020-07-11	11:14:00.437	102900005125815	0.651 	10.00 	销售	否
2020-07-11	11:14:18.576	102900005115786	0.321 	5.00 	销售	否
2020-07-11	11:14:28.531	102900005116233	0.100 	10.00 	销售	否
2020-07-11	11:14:38.701	102900011000328	0.259 	12.00 	销售	否
2020-07-11	11:14:50.559	102900005125808	0.019 	25.80 	销售	否
2020-07-11	11:15:25.326	102900005125815	0.120 	10.00 	销售	否
2020-07-11	11:16:49.318	102900005115762	0.542 	5.00 	销售	否
2020-07-11	11:17:15.142	102900005117056	0.431 	10.00 	销售	否
2020-07-11	11:17:15.203	102900011006689	0.288 	8.00 	销售	否
2020-07-11	11:18:24.796	102900005115984	0.385 	6.00 	销售	否
2020-07-11	11:18:28.870	102900005119975	0.284 	6.00 	销售	否
2020-07-11	11:18:37.201	102900005116530	0.354 	19.80 	销售	否
2020-07-11	11:19:03.547	102900005115762	0.361 	4.50 	销售	是
2020-07-11	11:19:03.670	102900005116547	0.501 	7.20 	销售	是
2020-07-11	11:20:22.093	102900051010455	1.136 	9.00 	销售	否
2020-07-11	11:20:42.375	102900005125815	0.281 	9.40 	销售	是
2020-07-11	11:20:52.296	102900011000328	0.359 	12.00 	销售	否
2020-07-11	11:20:55.625	102900005119975	0.318 	6.00 	销售	否
2020-07-11	11:21:16.043	102900005117056	0.551 	10.00 	销售	否
2020-07-11	11:21:16.098	102900005116257	0.614 	8.00 	销售	否
2020-07-11	11:21:26.089	102900011000328	0.309 	12.00 	销售	否
2020-07-11	11:21:31.531	102900005115908	0.376 	8.00 	销售	否
2020-07-11	11:22:14.483	102900005119975	0.552 	6.00 	销售	否
2020-07-11	11:22:34.623	102900005116547	0.414 	8.00 	销售	否
2020-07-11	11:22:56.442	102900005125815	0.150 	10.00 	销售	否
2020-07-11	11:23:15.457	102900011009970	0.616 	7.00 	销售	否
2020-07-11	11:23:22.500	102900011000328	0.376 	12.00 	销售	否
2020-07-11	11:23:35.140	102900051010455	0.278 	9.00 	销售	否
2020-07-11	11:23:36.530	102900005116530	0.546 	19.80 	销售	否
2020-07-11	11:23:39.671	102900011006948	0.300 	18.00 	销售	否
2020-07-11	11:24:48.953	102900011000328	0.276 	12.00 	销售	否
2020-07-11	11:24:52.953	102900005116530	0.207 	19.80 	销售	否
2020-07-11	11:25:15.522	102900005116257	0.652 	8.00 	销售	否
2020-07-11	11:26:57.233	102900005115984	0.418 	6.00 	销售	否
2020-07-11	11:27:10.812	102900011009970	0.673 	7.00 	销售	否
2020-07-11	11:27:11.054	102900005116547	0.489 	8.00 	销售	否
2020-07-11	11:27:25.906	102900005116714	0.379 	14.00 	销售	否
2020-07-11	11:27:49.218	102900011000328	0.292 	12.00 	销售	否
2020-07-11	11:28:10.328	102900005115762	0.482 	5.00 	销售	否
2020-07-11	11:29:37.718	102900005116714	0.837 	14.00 	销售	否
2020-07-11	11:29:40.859	102900011000328	0.409 	10.70 	销售	是
2020-07-11	11:29:46.734	102900011006689	0.238 	7.10 	销售	是
2020-07-11	11:29:56.872	102900005116530	0.096 	19.80 	销售	否
2020-07-11	11:30:06.078	102900011008522	1.692 	8.00 	销售	否
2020-07-11	11:30:37.968	102900005115984	0.201 	5.30 	销售	是
2020-07-11	11:31:07.359	102900005119944	0.145 	16.00 	销售	是
2020-07-11	11:31:08.116	102900011006689	0.288 	6.80 	销售	是
2020-07-11	11:31:09.989	102900005116714	0.379 	14.00 	销售	否
2020-07-11	11:31:10.218	102900005116257	0.301 	7.10 	销售	是
2020-07-11	11:31:15.218	102900005116530	0.293 	17.60 	销售	是
2020-07-11	11:31:54.687	102900005118831	1.000 	6.90 	销售	否
2020-07-11	11:31:58.122	102900005116714	0.465 	14.00 	销售	否
2020-07-11	11:31:58.245	102900011006689	0.539 	8.00 	销售	否
2020-07-11	11:31:58.365	102900005116530	0.066 	19.80 	销售	否
2020-07-11	11:32:05.664	102900005115779	0.501 	10.00 	销售	否
2020-07-11	11:32:05.726	102900005116530	0.147 	19.80 	销售	否
2020-07-11	11:32:21.867	102900005115786	0.321 	5.00 	销售	否
2020-07-11	11:33:00.936	102900005116547	0.476 	8.00 	销售	否
2020-07-11	11:33:06.703	102900005115786	0.402 	5.00 	销售	否
2020-07-11	11:33:15.046	102900005117056	0.381 	10.00 	销售	否
2020-07-11	11:33:28.315	102900005116547	0.476 	8.00 	销售	否
2020-07-11	11:33:28.560	102900011001219	0.145 	18.00 	销售	否
2020-07-11	11:33:28.562	102900051010455	0.345 	9.00 	销售	否
2020-07-11	11:33:28.622	102900005117209	0.229 	14.00 	销售	否
2020-07-11	11:33:28.806	102900005116714	0.522 	14.00 	销售	否
2020-07-11	11:33:28.928	102900005116257	0.276 	8.00 	销售	否
2020-07-11	11:33:29.050	102900011000328	0.150 	12.00 	销售	否
2020-07-11	11:33:29.111	102900005115908	0.326 	8.00 	销售	否
2020-07-11	11:33:29.233	102900005119975	0.301 	6.00 	销售	否
2020-07-11	11:33:46.328	102900011009970	0.444 	7.00 	销售	否
2020-07-11	11:34:00.093	102900005115908	0.213 	8.00 	销售	否
2020-07-11	11:34:21.967	102900005116509	0.729 	4.00 	销售	否
2020-07-11	11:34:30.078	102900005116912	0.179 	14.00 	销售	否
2020-07-11	11:34:41.265	102900005115786	0.361 	5.00 	销售	否
2020-07-11	11:34:57.100	102900005116257	0.664 	8.00 	销售	否
2020-07-11	11:34:57.442	102900011006948	0.334 	18.00 	销售	否
2020-07-11	11:34:57.484	102900005119975	0.318 	6.00 	销售	否
2020-07-11	11:34:59.048	102900005115762	0.422 	5.00 	销售	否
2020-07-11	11:35:06.406	102900005115786	0.281 	4.20 	销售	是
2020-07-11	11:35:22.620	102900005116233	0.220 	10.00 	销售	否
2020-07-11	11:35:49.140	102900005115786	0.341 	5.00 	销售	否
2020-07-11	11:35:49.350	102900005115908	0.376 	8.00 	销售	否
2020-07-11	11:36:11.796	102900005116257	0.501 	6.80 	销售	是
2020-07-11	11:37:01.526	102900005119975	0.518 	6.00 	销售	否
2020-07-11	11:37:43.896	102900011000328	0.493 	12.00 	销售	否
2020-07-11	11:38:15.102	102900011000328	0.284 	12.00 	销售	否
2020-07-11	11:38:15.214	102900005115786	0.341 	5.00 	销售	否
2020-07-11	11:38:15.334	102900011008522	0.401 	8.00 	销售	否
2020-07-11	11:38:51.828	102900005115779	0.160 	8.50 	销售	是
2020-07-11	11:39:32.205	102900011000328	0.276 	12.00 	销售	否
2020-07-11	11:39:32.611	102900005115908	0.351 	8.00 	销售	否
2020-07-11	11:39:32.673	102900005125808	0.213 	25.80 	销售	否
2020-07-11	11:39:57.468	102900051010455	0.613 	9.00 	销售	否
2020-07-11	11:41:29.156	102900011009970	0.401 	7.00 	销售	否
2020-07-11	11:42:34.401	102900005117056	0.381 	8.90 	销售	是
2020-07-11	11:42:57.734	102900005115946	0.401 	7.00 	销售	否
2020-07-11	11:43:01.922	102900011008522	0.865 	8.00 	销售	否
2020-07-11	11:43:21.140	102900011000328	0.242 	12.00 	销售	否
2020-07-11	11:43:31.331	102900005116530	0.626 	19.80 	销售	否
2020-07-11	11:43:31.392	102900005116714	0.887 	14.00 	销售	否
2020-07-11	11:43:31.892	102900005115823	1.062 	10.00 	销售	否
2020-07-11	11:43:31.954	102900005117056	0.511 	10.00 	销售	否
2020-07-11	11:43:39.046	102900005116530	0.126 	19.80 	销售	否
2020-07-11	11:43:48.968	102900005116233	0.170 	10.00 	销售	否
2020-07-11	11:43:49.434	102900005119975	0.318 	6.00 	销售	否
2020-07-11	11:43:53.578	102900005117056	0.160 	10.00 	销售	否
2020-07-11	11:44:37.109	102900005115779	0.160 	9.10 	销售	是
2020-07-11	11:44:39.218	102900005116547	0.113 	7.30 	销售	是
2020-07-11	11:44:44.937	102900011008522	0.865 	8.00 	销售	否
2020-07-11	11:44:45.058	102900005115786	0.341 	5.00 	销售	否
2020-07-11	11:44:51.671	102900005116912	0.243 	14.00 	销售	否
2020-07-11	11:45:54.029	102900005115786	0.402 	5.00 	销售	否
2020-07-11	11:45:54.090	102900011009970	0.330 	7.00 	销售	否
2020-07-11	11:47:13.581	102900005116530	0.116 	19.80 	销售	否
2020-07-11	11:47:46.058	102900005116714	0.529 	14.00 	销售	否
2020-07-11	11:47:46.112	102900005115779	0.251 	10.00 	销售	否
2020-07-11	11:47:46.273	102900005119944	0.384 	18.00 	销售	否
2020-07-11	11:48:24.421	102900011000328	0.409 	12.00 	销售	否
2020-07-11	11:49:23.281	102900005115984	0.502 	6.00 	销售	否
2020-07-11	11:49:49.748	102900005115779	0.401 	10.00 	销售	否
2020-07-11	11:51:17.236	102900005117056	0.601 	10.00 	销售	否
2020-07-11	11:51:17.983	102900005115786	0.402 	5.00 	销售	否
2020-07-11	11:51:24.795	102900005115908	0.301 	8.00 	销售	否
2020-07-11	11:51:41.030	102900005116257	0.627 	8.00 	销售	否
2020-07-11	11:51:57.014	102900005116530	0.182 	19.80 	销售	否
2020-07-11	11:52:18.951	102900005125815	0.421 	10.00 	销售	否
2020-07-11	11:52:21.896	102900005115908	0.401 	8.00 	销售	否
2020-07-11	11:52:21.958	102900005116509	0.678 	4.00 	销售	否
2020-07-11	11:52:22.020	102900005119975	0.351 	6.00 	销售	否
2020-07-11	11:52:22.325	102900005116233	0.200 	10.00 	销售	否
2020-07-11	11:52:26.796	102900011000328	0.376 	12.00 	销售	否
2020-07-11	11:53:22.906	102900005116530	1.046 	19.80 	销售	否
2020-07-11	11:53:32.572	102900005116257	0.326 	8.00 	销售	否
2020-07-11	11:53:32.752	102900005115786	0.723 	5.00 	销售	否
2020-07-11	11:54:13.237	102900005115984	0.502 	6.00 	销售	否
2020-07-11	11:54:13.658	102900011009970	0.430 	7.00 	销售	否
2020-07-11	11:54:43.967	102900005116899	0.307 	16.00 	销售	否
2020-07-11	11:54:44.015	102900005117056	0.241 	10.00 	销售	否
2020-07-11	11:54:47.030	102900005115786	1.145 	5.00 	销售	否
2020-07-11	11:54:47.234	102900005115984	0.368 	6.00 	销售	否
2020-07-11	11:56:10.875	102900005116509	0.854 	4.00 	销售	否
2020-07-11	11:56:25.609	102900005115823	0.441 	10.00 	销售	否
2020-07-11	11:57:17.031	102900005116943	0.213 	16.00 	销售	否
2020-07-11	11:57:20.389	102900005115984	0.619 	6.00 	销售	否
2020-07-11	11:57:32.312	102900005115908	0.514 	8.00 	销售	否
2020-07-11	11:57:36.296	102900005115779	0.451 	10.00 	销售	否
2020-07-11	11:59:15.530	102900011008522	0.802 	8.00 	销售	否
2020-07-11	12:00:35.860	102900005115984	0.368 	6.00 	销售	否
2020-07-11	12:00:36.531	102900005116714	0.451 	14.00 	销售	否
2020-07-11	12:01:18.570	102900005125808	0.093 	25.80 	销售	否
2020-07-11	12:02:28.691	102900005115779	0.210 	10.00 	销售	否
2020-07-11	12:03:31.015	102900005119975	0.268 	6.00 	销售	否
2020-07-11	12:03:33.906	102900005116530	0.202 	19.80 	销售	否
2020-07-11	12:03:36.203	102900005117056	0.120 	10.00 	销售	否
2020-07-11	12:03:46.295	102900005115779	0.361 	10.00 	销售	否
2020-07-11	12:05:35.451	102900005115984	0.385 	3.50 	销售	是
2020-07-11	12:06:41.451	102900005116714	0.286 	10.30 	销售	是
2020-07-11	12:06:41.828	102900005116509	0.578 	4.00 	销售	否
2020-07-11	12:07:45.622	102900005125815	0.531 	10.00 	销售	否
2020-07-11	12:08:09.842	102900011006689	0.464 	7.50 	销售	是
2020-07-11	12:08:19.998	102900005116233	0.220 	9.40 	销售	是
2020-07-11	12:11:23.484	102900005125808	0.027 	24.50 	销售	是
2020-07-11	12:11:54.781	102900005116257	0.238 	8.00 	销售	否
2020-07-11	12:12:03.562	102900005116714	0.408 	14.00 	销售	否
2020-07-11	12:12:15.546	102900005116530	0.152 	19.80 	销售	否
2020-07-11	12:12:58.294	102900011006689	0.276 	8.00 	销售	否
2020-07-11	12:13:28.545	102900051004294	0.079 	14.00 	销售	否
2020-07-11	12:13:38.139	102900005116943	0.056 	16.00 	销售	否
2020-07-11	12:15:27.773	102900011008522	0.526 	8.00 	销售	否
2020-07-11	12:15:55.813	102900005115908	0.664 	8.00 	销售	否
2020-07-11	12:21:23.640	102900005115762	0.482 	4.50 	销售	是
2020-07-11	12:21:42.046	102900011000328	0.651 	10.90 	销售	是
2020-07-11	12:22:55.061	102900011006689	0.238 	8.00 	销售	否
2020-07-11	12:22:57.562	102900005119975	0.251 	6.00 	销售	否
2020-07-11	12:23:09.750	102900005116530	0.162 	19.80 	销售	否
2020-07-11	12:23:31.990	102900005115908	0.564 	8.00 	销售	否
2020-07-11	12:23:42.765	102900005115786	0.402 	4.80 	销售	是
2020-07-11	12:23:46.102	102900051004294	0.207 	14.00 	销售	否
2020-07-11	12:23:46.640	102900005116943	0.125 	16.00 	销售	否
2020-07-11	12:23:46.701	102900005115786	0.663 	5.00 	销售	否
2020-07-11	12:24:51.889	102900011006689	0.238 	7.00 	销售	是
2020-07-11	12:24:57.211	102900011000328	0.159 	12.00 	销售	否
2020-07-11	12:24:57.272	102900005115762	0.402 	5.00 	销售	否
2020-07-11	12:25:13.530	102900005125808	0.039 	22.70 	销售	是
2020-07-11	12:25:16.936	102900051004294	0.114 	12.20 	销售	是
2020-07-11	12:29:45.106	102900011006689	0.338 	8.00 	销售	否
2020-07-11	12:29:45.220	102900005125815	0.331 	10.00 	销售	否
2020-07-11	12:29:45.518	102900005116257	0.664 	8.00 	销售	否
2020-07-11	12:31:26.703	102900011006689	0.288 	8.00 	销售	否
2020-07-11	12:32:21.664	102900005116899	0.401 	16.00 	销售	否
2020-07-11	12:32:22.392	102900005116714	0.415 	14.00 	销售	否
2020-07-11	12:32:22.515	102900005115908	0.326 	8.00 	销售	否
2020-07-11	12:32:22.698	102900005119975	0.284 	6.00 	销售	否
2020-07-11	12:32:22.759	102900005115779	0.391 	10.00 	销售	否
2020-07-11	12:32:22.882	102900005116912	0.258 	14.00 	销售	否
2020-07-11	12:32:23.068	102900011006689	0.263 	8.00 	销售	否
2020-07-11	12:33:10.576	102900005115984	0.368 	6.00 	销售	否
2020-07-11	12:33:19.514	102900005116547	0.464 	8.00 	销售	否
2020-07-11	12:33:25.372	102900011000328	0.526 	12.00 	销售	否
2020-07-11	12:34:25.609	102900005116912	0.229 	14.00 	销售	否
2020-07-11	12:34:30.803	102900051004294	0.372 	14.00 	销售	否
2020-07-11	12:34:30.824	102900005115779	0.411 	10.00 	销售	否
2020-07-11	12:34:30.972	102900005116714	0.451 	14.00 	销售	否
2020-07-11	12:34:31.051	102900005116530	0.303 	19.80 	销售	否
2020-07-11	12:34:45.343	102900005119944	0.161 	18.00 	销售	否
2020-07-11	12:36:44.109	102900005116233	0.120 	10.00 	销售	否
2020-07-11	12:37:23.562	102900011000328	0.250 	12.00 	销售	否
2020-07-11	12:40:20.593	102900005115779	0.431 	10.00 	销售	否
2020-07-11	12:42:45.974	102900011006689	0.301 	6.80 	销售	是
2020-07-11	12:43:29.919	102900011000328	0.676 	12.00 	销售	否
2020-07-11	12:44:44.343	102900011006689	0.489 	8.00 	销售	否
2020-07-11	12:47:45.395	102900005116714	0.751 	14.00 	销售	否
2020-07-11	12:47:45.455	102900005116547	0.489 	8.00 	销售	否
2020-07-11	12:50:53.977	102900005117056	0.371 	10.00 	销售	否
2020-07-11	12:51:38.097	102900005119975	0.318 	6.00 	销售	否
2020-07-11	12:51:38.413	102900005119975	0.268 	6.00 	销售	否
2020-07-11	12:51:38.656	102900011000328	0.250 	12.00 	销售	否
2020-07-11	12:54:01.311	102900011008522	0.840 	8.00 	销售	否
2020-07-11	12:55:52.441	102900005116530	0.131 	16.90 	销售	是
2020-07-11	13:00:12.173	102900005116233	0.241 	8.20 	销售	是
2020-07-11	13:02:55.875	102900005115823	0.691 	10.00 	销售	否
2020-07-11	13:03:01.917	102900011000328	0.159 	10.50 	销售	是
2020-07-11	13:03:01.977	102900005115984	0.368 	5.20 	销售	是
2020-07-11	13:04:01.125	102900005115984	0.351 	6.00 	销售	否
2020-07-11	13:04:06.515	102900005116233	0.291 	10.00 	销售	否
2020-07-11	13:08:58.078	102900011000328	0.334 	12.00 	销售	否
2020-07-11	13:09:01.125	102900051010455	0.768 	9.00 	销售	否
2020-07-11	13:13:34.231	102900005115984	0.318 	6.00 	销售	否
2020-07-11	13:13:51.273	102900005115823	0.982 	10.00 	销售	否
2020-07-11	13:13:57.562	102900005119975	0.836 	6.00 	销售	否
2020-07-11	13:14:10.000	102900005116943	0.250 	16.00 	销售	否
2020-07-11	13:18:32.398	102900005115984	0.669 	6.00 	销售	否
2020-07-11	13:19:26.061	102900005116530	1.268 	19.80 	销售	否
2020-07-11	13:19:33.484	102900005119975	0.268 	6.00 	销售	否
2020-07-11	13:19:33.686	102900005116233	0.140 	10.00 	销售	否
2020-07-11	13:19:35.671	102900005115908	0.276 	8.00 	销售	否
2020-07-11	13:19:46.968	102900005115908	0.326 	8.00 	销售	否
2020-07-11	13:20:04.906	102900005116530	0.278 	19.80 	销售	否
2020-07-11	13:20:19.939	102900005116509	1.005 	4.00 	销售	否
2020-07-11	13:22:02.418	102900005115779	0.491 	10.00 	销售	否
2020-07-11	13:22:02.571	102900005123880	0.367 	12.00 	销售	否
2020-07-11	13:22:43.171	102900005116509	0.905 	4.00 	销售	否
2020-07-11	13:24:54.359	102900005115984	0.502 	5.40 	销售	是
2020-07-11	13:25:02.406	102900005117209	0.222 	12.60 	销售	是
2020-07-11	13:25:04.265	102900005115786	0.361 	4.50 	销售	是
2020-07-11	13:25:09.109	102900005125815	0.150 	9.10 	销售	是
2020-07-11	13:26:43.875	102900011000328	0.584 	12.00 	销售	否
2020-07-11	13:27:51.487	102900005115823	0.792 	10.00 	销售	否
2020-07-11	13:30:15.046	102900005115984	0.234 	6.00 	销售	否
2020-07-11	13:31:06.395	102900005116530	0.288 	19.80 	销售	否
2020-07-11	13:32:36.968	102900011000328	0.509 	12.00 	销售	否
2020-07-11	13:32:45.875	102900005116257	0.564 	8.00 	销售	否
2020-07-11	13:32:58.515	102900051010455	0.891 	9.00 	销售	否
2020-07-11	13:33:15.750	102900005116233	0.251 	10.00 	销售	否
2020-07-11	13:35:20.710	102900011008522	0.714 	8.00 	销售	否
2020-07-11	13:42:31.484	102900005115762	0.321 	4.60 	销售	是
2020-07-11	13:42:41.968	102900005125815	0.251 	9.30 	销售	是
2020-07-11	13:43:18.233	102900011008522	1.266 	7.10 	销售	是
2020-07-11	13:43:26.342	102900005116530	0.318 	19.80 	销售	否
2020-07-11	13:44:02.670	102900005125808	0.128 	22.70 	销售	是
2020-07-11	13:45:35.255	102900051010455	0.423 	9.00 	销售	否
2020-07-11	13:46:11.717	102900005116547	0.489 	8.00 	销售	否
2020-07-11	13:46:20.061	102900005125808	0.078 	25.80 	销售	否
2020-07-11	13:46:22.717	102900011009970	0.530 	7.00 	销售	否
2020-07-11	13:51:53.734	102900005116257	0.489 	8.00 	销售	否
2020-07-11	13:52:01.750	102900005116714	0.444 	14.00 	销售	否
2020-07-11	13:52:31.453	102900005115823	0.411 	10.00 	销售	否
2020-07-11	13:55:04.452	102900005116509	0.678 	4.00 	销售	否
2020-07-11	13:55:04.507	102900005116530	0.182 	19.80 	销售	否
2020-07-11	13:57:38.389	102900011009970	0.573 	7.00 	销售	否
2020-07-11	13:57:54.765	102900005115793	0.282 	15.40 	销售	是
2020-07-11	13:58:21.031	102900011009970	0.473 	6.70 	销售	是
2020-07-11	13:58:24.046	102900005116509	0.930 	3.80 	销售	是
2020-07-11	14:02:43.732	102900005116714	0.422 	14.00 	销售	否
2020-07-11	14:02:44.024	102900005116233	0.130 	10.00 	销售	否
2020-07-11	14:02:44.464	102900005117056	0.190 	10.00 	销售	否
2020-07-11	14:02:44.755	102900005116257	0.489 	8.00 	销售	否
2020-07-11	14:03:41.936	102900005118831	1.000 	6.10 	销售	是
2020-07-11	14:04:38.890	102900005115786	0.301 	5.00 	销售	否
2020-07-11	14:07:34.734	102900005116530	0.136 	19.80 	销售	否
2020-07-11	14:09:54.875	102900005115779	0.381 	10.00 	销售	否
2020-07-11	14:10:12.444	102900005116530	0.374 	19.80 	销售	否
2020-07-11	14:10:13.685	102900005123880	0.276 	12.00 	销售	否
2020-07-11	14:11:57.841	102900005115779	0.471 	10.00 	销售	否
2020-07-11	14:13:03.853	102900005116257	0.489 	8.00 	销售	否
2020-07-11	14:14:43.375	102900011000328	0.276 	12.00 	销售	否
2020-07-11	14:14:55.171	102900005116509	0.704 	4.00 	销售	否
2020-07-11	14:15:20.739	102900051004294	0.279 	14.00 	销售	否
2020-07-11	14:17:25.400	102900005117056	0.261 	10.00 	销售	否
2020-07-11	14:19:51.295	102900005116257	0.313 	7.30 	销售	是
2020-07-11	14:20:13.936	102900005118831	1.000 	6.50 	销售	是
2020-07-11	14:20:49.812	102900005116714	0.908 	14.00 	销售	否
2020-07-11	14:20:58.592	102900051010455	0.590 	0.50 	销售	是
2020-07-11	14:21:31.781	102900005117056	0.541 	10.00 	销售	否
2020-07-11	14:21:35.250	102900005119975	0.552 	6.00 	销售	否
2020-07-11	14:22:56.212	102900005116714	1.059 	14.00 	销售	否
2020-07-11	14:22:56.765	102900005115779	0.792 	10.00 	销售	否
2020-07-11	14:22:57.332	102900005115793	0.670 	16.00 	销售	否
2020-07-11	14:30:01.014	102900051010455	0.858 	9.00 	销售	否
2020-07-11	14:31:30.123	102900005115984	0.318 	6.00 	销售	否
2020-07-11	14:33:47.984	102900005117056	0.511 	10.00 	销售	否
2020-07-11	14:35:26.126	102900005115823	0.231 	10.00 	销售	否
2020-07-11	14:35:26.281	102900051010455	0.935 	9.00 	销售	否
2020-07-11	14:35:32.093	102900011000328	0.768 	12.00 	销售	否
2020-07-11	14:35:39.625	102900011006948	0.328 	18.00 	销售	否
2020-07-11	14:35:48.390	102900005116714	0.551 	14.00 	销售	否
2020-07-11	14:38:30.349	102900005116943	0.463 	16.00 	销售	否
